funcionario_id;nome_completo;genero;idade;cidade;uf;departamento_id;cargo;senioridade;modelo_trabalho;data_admissao;salario_atual;status;data_desligamento;tipo_desligamento;motivo_desligamento
1976;Joao Barbosa Souza;M;29;Belo Horizonte;MG;11;Junior de Juridico;Junior;Hibrido;2022-10-06;5344.31;Ativo;;;
1977;Camila Fernandes Andrade;F;21;Salvador;BA;6;Estagiario de Customer Success;Estagiario;Hibrido;2020-10-17;2460.06;Ativo;;;
1978;Lucas Dias Silva;M;29;Campinas;SP;7;Senior de Suporte Tecnico;Senior;Presencial;2021-11-12;13576.85;Ativo;;;
1979;Fernanda Almeida Ribeiro;F;38;Belo Horizonte;MG;11;Pleno de Juridico;Pleno;Remoto;2021-10-26;7123.44;Ativo;;;
1980;Pedro Dias Fernandes;M;23;Curitiba;PR;12;Estagiario de Administrativo;Estagiario;Remoto;2023-05-10;2034.45;Ativo;;;
1981;Ana Rocha Soares;F;34;Campinas;SP;6;Junior de Customer Success;Junior;Hibrido;2018-10-04;3518.44;Ativo;;;
1982;Marcelo Nascimento Gomes;M;36;Fortaleza;CE;7;Junior de Suporte Tecnico;Junior;Hibrido;2023-06-22;3656.06;Ativo;;;
1983;Ricardo Silva Santos;M;38;Salvador;BA;8;Coordenador de Operacoes;Coordenador;Remoto;2020-01-05;12201.04;Ativo;;;
1984;Felipe Ribeiro Pereira;M;35;Curitiba;PR;2;Pleno de Dados & Analytics;Pleno;Hibrido;2019-10-29;9081.6;Ativo;;;
1985;Joao Carvalho Silva;M;29;Sao Paulo;SP;12;Pleno de Administrativo;Pleno;Remoto;2022-04-25;9295.79;Ativo;;;
1986;Amanda Dias Dias;F;40;Rio de Janeiro;RJ;9;Pleno de Recursos Humanos;Pleno;Remoto;2020-05-23;6762.82;Ativo;;;
1987;Gabriel Dias Ferreira;M;37;Goiania;GO;3;Estagiario de Produto;Estagiario;Hibrido;2018-06-11;2287.45;Ativo;;;
1988;Pedro Carvalho Soares;M;20;Rio de Janeiro;RJ;11;Pleno de Juridico;Pleno;Remoto;2022-11-28;7955.55;Ativo;;;
1989;Aline Fernandes Rocha;F;37;Curitiba;PR;3;Estagiario de Produto;Estagiario;Remoto;2023-11-10;1956.43;Ativo;;;
1990;Gustavo Martins Carvalho;M;26;Rio de Janeiro;RJ;8;Pleno de Operacoes;Pleno;Hibrido;2024-10-01;8442.04;Ativo;;;
1991;Bruno Souza Ribeiro;M;29;Recife;PE;11;Especialista de Juridico;Especialista;Presencial;2019-04-07;18185.65;Ativo;;;
1992;Joao Martins Rocha;M;32;Recife;PE;1;Pleno de Engenharia de Software;Pleno;Hibrido;2023-02-20;7085.56;Ativo;;;
1993;Marcelo Alves Almeida;M;27;Curitiba;PR;6;Pleno de Customer Success;Pleno;Hibrido;2022-07-05;6125.58;Ativo;;;
1994;Guilherme Rocha Barbosa;M;29;Recife;PE;2;Junior de Dados & Analytics;Junior;Presencial;2019-02-02;4665.17;Ativo;;;
1995;Lucas Alves Carvalho;M;20;Porto Alegre;RS;9;Junior de Recursos Humanos;Junior;Hibrido;2018-05-12;4015.07;Ativo;;;
1996;Camila Nascimento Fernandes;F;28;Brasilia;DF;5;Pleno de Marketing;Pleno;Presencial;2022-01-07;6682.37;Ativo;;;
1997;Guilherme Souza Barbosa;M;25;Recife;PE;8;Junior de Operacoes;Junior;Remoto;2022-12-13;4865.52;Ativo;;;
1998;Fernanda Costa Ferreira;F;42;Campinas;SP;9;Pleno de Recursos Humanos;Pleno;Hibrido;2022-09-19;8753.61;Ativo;;;
1999;Debora Oliveira Costa;F;30;Sao Paulo;SP;3;Junior de Produto;Junior;Hibrido;2019-04-27;3968.29;Ativo;;;
2000;Renata Soares Rocha;F;31;Goiania;GO;4;Senior de Comercial;Senior;Hibrido;2022-06-21;12510.63;Ativo;;;
2001;Leonardo Vieira Nascimento;M;29;Sao Paulo;SP;1;Pleno de Engenharia de Software;Pleno;Hibrido;2022-01-29;8655.06;Ativo;;;
2002;Joao Barbosa Souza;M;25;Porto Alegre;RS;1;Junior de Engenharia de Software;Junior;Remoto;2020-04-04;5060.47;Ativo;;;
2003;Andre Pereira Barbosa;M;24;Rio de Janeiro;RJ;8;Especialista de Operacoes;Especialista;Hibrido;2018-12-09;16167.83;Ativo;;;
2004;Matheus Ribeiro Lopes;M;30;Porto Alegre;RS;11;Pleno de Juridico;Pleno;Hibrido;2020-05-22;8246.51;Ativo;;;
2005;Matheus Martins Alves;M;37;Campinas;SP;4;Senior de Comercial;Senior;Presencial;2022-01-30;10260.26;Ativo;;;
2006;Felipe Andrade Barbosa;M;39;Fortaleza;CE;2;Estagiario de Dados & Analytics;Estagiario;Remoto;2021-06-08;2192.18;Ativo;;;
2007;Fernanda Lima Costa;F;34;Campinas;SP;4;Junior de Comercial;Junior;Hibrido;2021-07-10;3552.46;Ativo;;;
2008;Leonardo Carvalho Rocha;M;27;Porto Alegre;RS;4;Especialista de Comercial;Especialista;Hibrido;2023-01-19;17922.57;Ativo;;;
2009;Felipe Andrade Costa;M;33;Recife;PE;11;Especialista de Juridico;Especialista;Presencial;2023-04-29;17363.42;Ativo;;;
2010;Bruno Fernandes Santos;M;29;Campinas;SP;1;Pleno de Engenharia de Software;Pleno;Hibrido;2020-11-17;7330.3;Ativo;;;
2011;Felipe Barbosa Martins;M;38;Florianopolis;SC;2;Pleno de Dados & Analytics;Pleno;Hibrido;2020-10-17;6917.11;Ativo;;;
2012;Larissa Almeida Rocha;F;24;Sao Paulo;SP;12;Especialista de Administrativo;Especialista;Hibrido;2019-05-04;13870.69;Ativo;;;
2013;Vinicius Oliveira Alves;M;33;Sao Paulo;SP;4;Junior de Comercial;Junior;Presencial;2023-06-09;4772.63;Ativo;;;
2014;Bruno Rodrigues Oliveira;M;29;Belo Horizonte;MG;9;Junior de Recursos Humanos;Junior;Hibrido;2023-08-29;5059.49;Ativo;;;
2015;Felipe Soares Oliveira;M;27;Salvador;BA;11;Senior de Juridico;Senior;Remoto;2022-04-23;11592.4;Ativo;;;
2016;Carolina Ferreira Andrade;F;30;Curitiba;PR;2;Especialista de Dados & Analytics;Especialista;Presencial;2019-06-30;15455.57;Ativo;;;
2017;Andre Ferreira Barbosa;M;36;Curitiba;PR;10;Senior de Financeiro;Senior;Hibrido;2023-03-25;14512.21;Ativo;;;
2018;Carolina Vieira Almeida;F;30;Campinas;SP;12;Pleno de Administrativo;Pleno;Hibrido;2021-08-12;6097.27;Ativo;;;
2019;Guilherme Lopes Oliveira;M;36;Recife;PE;4;Estagiario de Comercial;Estagiario;Hibrido;2022-01-17;2129.79;Ativo;;;
2020;Renata Ferreira Lopes;F;27;Fortaleza;CE;1;Coordenador de Engenharia de Software;Coordenador;Remoto;2020-10-21;15892.08;Ativo;;;
2021;Tatiane Barbosa Andrade;F;23;Salvador;BA;3;Especialista de Produto;Especialista;Remoto;2024-04-24;17403.4;Ativo;;;
2022;Vinicius Silva Martins;M;39;Salvador;BA;5;Junior de Marketing;Junior;Hibrido;2021-02-04;3796.34;Ativo;;;
2023;Rodrigo Barbosa Fernandes;M;30;Belo Horizonte;MG;2;Especialista de Dados & Analytics;Especialista;Hibrido;2024-04-02;15150.9;Ativo;;;
2024;Guilherme Martins Almeida;M;37;Porto Alegre;RS;3;Senior de Produto;Senior;Presencial;2024-02-23;10950.42;Ativo;;;
2025;Carolina Martins Fernandes;F;33;Brasilia;DF;5;Junior de Marketing;Junior;Hibrido;2021-04-13;4956.95;Ativo;;;
2026;Juliana Costa Rodrigues;F;30;Goiania;GO;10;Senior de Financeiro;Senior;Hibrido;2021-10-09;11277.3;Ativo;;;
2027;Amanda Rodrigues Alves;F;32;Sao Paulo;SP;2;Especialista de Dados & Analytics;Especialista;Presencial;2020-04-09;17148.44;Ativo;;;
2028;Leonardo Andrade Andrade;M;25;Recife;PE;6;Especialista de Customer Success;Especialista;Remoto;2018-06-20;18042.53;Desligado;2024-11-09;Voluntario;Motivos pessoais/familiares
2029;Vanessa Martins Andrade;F;33;Recife;PE;12;Pleno de Administrativo;Pleno;Hibrido;2022-04-17;8570.81;Ativo;;;
2030;Debora Gomes Rocha;F;23;Brasilia;DF;4;Pleno de Comercial;Pleno;Presencial;2022-09-19;6938.96;Ativo;;;
2031;Andre Santos Souza;M;40;Salvador;BA;11;Junior de Juridico;Junior;Presencial;2018-07-18;4959.87;Ativo;;;
2032;Bruno Carvalho Lima;M;30;Goiania;GO;2;Pleno de Dados & Analytics;Pleno;Hibrido;2018-09-25;8287.72;Ativo;;;
2033;Tatiane Nascimento Lopes;F;36;Campinas;SP;11;Pleno de Juridico;Pleno;Remoto;2024-01-06;6036.36;Ativo;;;
2034;Ana Rocha Martins;F;25;Salvador;BA;6;Gerente de Customer Success;Gerente;Remoto;2023-10-27;20349.93;Ativo;;;
2035;Felipe Lopes Santos;M;38;Recife;PE;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2021-04-21;8071.76;Ativo;;;
2036;Matheus Lima Barbosa;M;30;Fortaleza;CE;6;Pleno de Customer Success;Pleno;Remoto;2019-10-18;6038.25;Ativo;;;
2037;Guilherme Pereira Barbosa;M;27;Brasilia;DF;7;Pleno de Suporte Tecnico;Pleno;Presencial;2020-04-11;6936.29;Ativo;;;
2038;Joao Souza Oliveira;M;29;Campinas;SP;12;Junior de Administrativo;Junior;Hibrido;2018-03-23;5177.24;Ativo;;;
2039;Renata Nascimento Vieira;F;48;Rio de Janeiro;RJ;5;Junior de Marketing;Junior;Presencial;2019-04-25;5486.31;Ativo;;;
2040;Andre Ferreira Carvalho;M;26;Porto Alegre;RS;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2019-02-25;7174.42;Ativo;;;
2041;Tatiane Fernandes Dias;F;36;Salvador;BA;2;Junior de Dados & Analytics;Junior;Hibrido;2022-06-04;4862.88;Ativo;;;
2042;Vanessa Andrade Oliveira;F;26;Rio de Janeiro;RJ;12;Pleno de Administrativo;Pleno;Hibrido;2021-02-09;7302.77;Ativo;;;
2043;Fernanda Lima Andrade;F;32;Curitiba;PR;10;Senior de Financeiro;Senior;Hibrido;2023-02-27;13950.05;Desligado;2024-11-15;Voluntario;Motivos pessoais/familiares
2044;Maria Ferreira Lopes;F;38;Sao Paulo;SP;1;Pleno de Engenharia de Software;Pleno;Remoto;2023-12-20;8581.65;Ativo;;;
2045;Lucas Nascimento Carvalho;M;26;Florianopolis;SC;4;Especialista de Comercial;Especialista;Hibrido;2018-11-17;16007.87;Ativo;;;
2046;Carolina Andrade Carvalho;F;37;Belo Horizonte;MG;10;Pleno de Financeiro;Pleno;Remoto;2020-10-03;9219.18;Ativo;;;
2047;Diego Ferreira Nascimento;M;34;Belo Horizonte;MG;5;Pleno de Marketing;Pleno;Hibrido;2018-02-16;6987.23;Ativo;;;
2048;Vinicius Ferreira Soares;M;30;Rio de Janeiro;RJ;3;Junior de Produto;Junior;Hibrido;2021-01-17;4482.28;Ativo;;;
2049;Luciana Alves Ferreira;F;28;Curitiba;PR;9;Senior de Recursos Humanos;Senior;Hibrido;2018-09-07;13479.48;Ativo;;;
2050;Rafael Alves Lima;M;34;Salvador;BA;2;Pleno de Dados & Analytics;Pleno;Hibrido;2018-01-03;6230.86;Desligado;2024-12-07;Involuntario;Reestruturacao da area
2051;Rafael Oliveira Gomes;M;40;Rio de Janeiro;RJ;1;Senior de Engenharia de Software;Senior;Hibrido;2020-01-21;10999.26;Ativo;;;
2052;Camila Lima Oliveira;F;38;Recife;PE;6;Pleno de Customer Success;Pleno;Hibrido;2022-01-20;8630.66;Ativo;;;
2053;Fernando Pereira Lopes;M;26;Fortaleza;CE;1;Pleno de Engenharia de Software;Pleno;Remoto;2023-10-26;8100.72;Ativo;;;
2054;Joao Santos Lima;M;35;Sao Paulo;SP;11;Pleno de Juridico;Pleno;Hibrido;2022-02-07;7092.65;Ativo;;;
2055;Gabriel Alves Soares;M;37;Sao Paulo;SP;12;Pleno de Administrativo;Pleno;Hibrido;2019-06-24;6021.6;Ativo;;;
2056;Daniela Soares Lima;F;24;Fortaleza;CE;2;Especialista de Dados & Analytics;Especialista;Remoto;2018-12-27;14395.99;Ativo;;;
2057;Aline Barbosa Carvalho;F;35;Recife;PE;6;Junior de Customer Success;Junior;Hibrido;2020-09-17;4822.66;Ativo;;;
2058;Aline Costa Pereira;F;30;Recife;PE;10;Junior de Financeiro;Junior;Presencial;2023-11-09;4054.48;Ativo;;;
2059;Renata Barbosa Santos;F;21;Recife;PE;5;Especialista de Marketing;Especialista;Presencial;2024-04-11;18163.99;Ativo;;;
2060;Camila Silva Almeida;F;27;Goiania;GO;8;Estagiario de Operacoes;Estagiario;Remoto;2022-10-22;2156.21;Ativo;;;
2061;Fernanda Silva Barbosa;F;19;Rio de Janeiro;RJ;3;Pleno de Produto;Pleno;Presencial;2024-06-23;7672.02;Ativo;;;
2062;Beatriz Ribeiro Almeida;F;29;Brasilia;DF;7;Senior de Suporte Tecnico;Senior;Hibrido;2018-02-24;14592.78;Ativo;;;
2063;Tatiane Carvalho Dias;F;30;Curitiba;PR;2;Pleno de Dados & Analytics;Pleno;Hibrido;2022-06-29;8227.42;Ativo;;;
2064;Thiago Silva Rocha;M;21;Recife;PE;7;Junior de Suporte Tecnico;Junior;Hibrido;2019-03-17;5161.33;Desligado;2024-09-12;Involuntario;Baixo desempenho
2065;Priscila Pereira Barbosa;F;35;Fortaleza;CE;12;Pleno de Administrativo;Pleno;Remoto;2024-10-15;7618.49;Ativo;;;
2066;Daniela Oliveira Ribeiro;F;39;Salvador;BA;1;Pleno de Engenharia de Software;Pleno;Hibrido;2022-05-26;8807.11;Ativo;;;
2067;Camila Andrade Martins;F;30;Porto Alegre;RS;2;Senior de Dados & Analytics;Senior;Remoto;2018-07-23;11602.88;Ativo;;;
2068;Matheus Soares Vieira;M;34;Goiania;GO;5;Senior de Marketing;Senior;Remoto;2021-10-21;9932.14;Ativo;;;
2069;Matheus Lopes Oliveira;M;35;Porto Alegre;RS;8;Pleno de Operacoes;Pleno;Hibrido;2020-07-09;7687.26;Ativo;;;
2070;Larissa Almeida Souza;F;33;Fortaleza;CE;8;Junior de Operacoes;Junior;Remoto;2023-07-30;4835.47;Desligado;2024-07-29;Voluntario;Continuidade dos estudos
2071;Felipe Alves Ferreira;M;28;Campinas;SP;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2021-11-02;8401.85;Ativo;;;
2072;Gabriel Carvalho Nascimento;M;25;Sao Paulo;SP;5;Coordenador de Marketing;Coordenador;Remoto;2018-12-17;17448.03;Ativo;;;
2073;Thiago Martins Lima;M;40;Curitiba;PR;8;Junior de Operacoes;Junior;Hibrido;2020-01-05;3747.27;Ativo;;;
2074;Debora Dias Souza;F;27;Campinas;SP;8;Especialista de Operacoes;Especialista;Presencial;2022-12-10;16212.06;Desligado;2024-08-02;Voluntario;Insatisfacao salarial
2075;Juliana Nascimento Costa;F;19;Curitiba;PR;1;Senior de Engenharia de Software;Senior;Hibrido;2022-01-05;9813.35;Ativo;;;
2076;Thiago Martins Nascimento;M;37;Goiania;GO;9;Pleno de Recursos Humanos;Pleno;Presencial;2024-03-23;7563.1;Ativo;;;
2077;Natalia Carvalho Pereira;F;29;Curitiba;PR;6;Senior de Customer Success;Senior;Hibrido;2024-01-11;12883.47;Ativo;;;
2078;Camila Gomes Oliveira;F;36;Rio de Janeiro;RJ;7;Junior de Suporte Tecnico;Junior;Hibrido;2022-05-19;4930.27;Ativo;;;
2079;Thiago Andrade Vieira;M;34;Curitiba;PR;2;Senior de Dados & Analytics;Senior;Presencial;2020-09-25;13599.43;Ativo;;;
2080;Fernando Ribeiro Rodrigues;M;30;Recife;PE;10;Especialista de Financeiro;Especialista;Hibrido;2020-02-09;18442.08;Ativo;;;
2081;Luciana Andrade Silva;F;40;Porto Alegre;RS;10;Junior de Financeiro;Junior;Remoto;2023-04-21;3932.33;Ativo;;;
2082;Fernando Fernandes Alves;M;25;Salvador;BA;10;Especialista de Financeiro;Especialista;Remoto;2018-06-06;15011.72;Ativo;;;
2083;Aline Ribeiro Dias;F;32;Belo Horizonte;MG;9;Senior de Recursos Humanos;Senior;Hibrido;2020-10-01;13082.47;Ativo;;;
2084;Gabriel Martins Silva;M;27;Florianopolis;SC;7;Pleno de Suporte Tecnico;Pleno;Remoto;2021-01-04;7238.85;Ativo;;;
2085;Aline Rodrigues Gomes;F;29;Curitiba;PR;11;Especialista de Juridico;Especialista;Remoto;2018-02-04;18045.07;Ativo;;;
2086;Priscila Rodrigues Barbosa;F;20;Porto Alegre;RS;9;Pleno de Recursos Humanos;Pleno;Hibrido;2022-03-05;6763.97;Ativo;;;
2087;Pedro Barbosa Costa;M;34;Porto Alegre;RS;4;Senior de Comercial;Senior;Hibrido;2020-09-17;13444.32;Desligado;2024-05-11;Involuntario;Reducao de quadro
2088;Guilherme Nascimento Vieira;M;34;Fortaleza;CE;8;Junior de Operacoes;Junior;Remoto;2020-12-09;4564.25;Ativo;;;
2089;Vinicius Gomes Nascimento;M;31;Salvador;BA;9;Junior de Recursos Humanos;Junior;Remoto;2020-05-12;4909.9;Ativo;;;
2090;Thiago Rodrigues Nascimento;M;35;Curitiba;PR;2;Senior de Dados & Analytics;Senior;Hibrido;2022-12-25;10785.4;Ativo;;;
2091;Pedro Ferreira Lopes;M;40;Goiania;GO;12;Pleno de Administrativo;Pleno;Presencial;2019-10-24;8658.15;Ativo;;;
2092;Carolina Dias Ferreira;F;28;Sao Paulo;SP;12;Pleno de Administrativo;Pleno;Hibrido;2018-01-21;6238.17;Ativo;;;
2093;Aline Carvalho Dias;F;29;Fortaleza;CE;1;Senior de Engenharia de Software;Senior;Remoto;2018-11-22;10877.78;Ativo;;;
2094;Renata Martins Oliveira;F;31;Florianopolis;SC;5;Especialista de Marketing;Especialista;Hibrido;2021-11-18;14054.87;Ativo;;;
2095;Carolina Nascimento Alves;F;34;Goiania;GO;4;Senior de Comercial;Senior;Hibrido;2023-02-07;11274.23;Ativo;;;
2096;Camila Rodrigues Costa;F;35;Brasilia;DF;11;Junior de Juridico;Junior;Remoto;2021-09-24;4437.52;Ativo;;;
2097;Rodrigo Almeida Rocha;M;22;Belo Horizonte;MG;4;Estagiario de Comercial;Estagiario;Hibrido;2023-12-06;2217.75;Ativo;;;
2098;Eduardo Nascimento Lopes;M;33;Porto Alegre;RS;11;Junior de Juridico;Junior;Hibrido;2021-02-05;4092.15;Ativo;;;
2099;Bruno Alves Andrade;M;46;Curitiba;PR;6;Pleno de Customer Success;Pleno;Presencial;2023-12-27;6736.89;Ativo;;;
2100;Diego Andrade Vieira;M;39;Rio de Janeiro;RJ;8;Junior de Operacoes;Junior;Hibrido;2024-08-02;4098.02;Ativo;;;
2101;Marcelo Carvalho Dias;M;33;Belo Horizonte;MG;5;Junior de Marketing;Junior;Hibrido;2023-09-13;4557.82;Ativo;;;
2102;Gabriel Ribeiro Lopes;M;33;Belo Horizonte;MG;12;Senior de Administrativo;Senior;Remoto;2020-06-21;10474.01;Ativo;;;
2103;Gabriel Soares Rocha;M;19;Recife;PE;1;Coordenador de Engenharia de Software;Coordenador;Hibrido;2019-06-25;13645.28;Desligado;2024-11-23;Aposentadoria;Aposentadoria
2104;Fernanda Rocha Andrade;F;32;Salvador;BA;4;Especialista de Comercial;Especialista;Remoto;2022-07-06;14835.78;Ativo;;;
2105;Pedro Souza Pereira;M;26;Salvador;BA;10;Estagiario de Financeiro;Estagiario;Hibrido;2024-06-01;2147.67;Desligado;2024-06-16;Involuntario;Reestruturacao da area
2106;Daniela Ferreira Rocha;F;20;Goiania;GO;1;Junior de Engenharia de Software;Junior;Hibrido;2021-03-18;4835.56;Ativo;;;
2107;Juliana Almeida Rocha;F;27;Salvador;BA;2;Pleno de Dados & Analytics;Pleno;Hibrido;2018-10-30;6471.2;Ativo;;;
2108;Priscila Ribeiro Silva;F;36;Rio de Janeiro;RJ;2;Especialista de Dados & Analytics;Especialista;Hibrido;2022-11-20;14272.78;Ativo;;;
2109;Lucas Souza Lopes;M;28;Campinas;SP;8;Senior de Operacoes;Senior;Hibrido;2020-06-22;11813.51;Ativo;;;
2110;Joao Vieira Vieira;M;35;Brasilia;DF;11;Senior de Juridico;Senior;Presencial;2022-08-10;13308.5;Ativo;;;
2111;Patricia Nascimento Andrade;F;32;Rio de Janeiro;RJ;3;Estagiario de Produto;Estagiario;Hibrido;2019-04-19;1980.79;Ativo;;;
2112;Marcelo Lopes Rocha;M;19;Goiania;GO;12;Estagiario de Administrativo;Estagiario;Hibrido;2024-04-10;2242.56;Desligado;2024-12-31;Involuntario;Reestruturacao da area
2113;Gabriel Costa Oliveira;M;25;Goiania;GO;8;Senior de Operacoes;Senior;Remoto;2018-07-16;12679.07;Ativo;;;
2114;Marcelo Nascimento Silva;M;37;Salvador;BA;9;Junior de Recursos Humanos;Junior;Hibrido;2021-10-09;5373.36;Desligado;2024-06-10;Voluntario;Continuidade dos estudos
2115;Juliana Soares Vieira;F;41;Florianopolis;SC;12;Junior de Administrativo;Junior;Hibrido;2020-06-30;4257.13;Ativo;;;
2116;Bruno Dias Souza;M;28;Belo Horizonte;MG;9;Pleno de Recursos Humanos;Pleno;Hibrido;2022-06-10;7976.19;Desligado;2024-05-15;Voluntario;Continuidade dos estudos
2117;Joao Fernandes Almeida;M;32;Recife;PE;5;Gerente de Marketing;Gerente;Hibrido;2023-02-26;19534.78;Ativo;;;
2118;Pedro Rodrigues Vieira;M;29;Curitiba;PR;8;Pleno de Operacoes;Pleno;Presencial;2023-10-22;9289.64;Ativo;;;
2119;Lucas Fernandes Lima;M;36;Sao Paulo;SP;3;Junior de Produto;Junior;Hibrido;2023-10-05;4835.53;Ativo;;;
2120;Gabriel Soares Gomes;M;28;Recife;PE;7;Estagiario de Suporte Tecnico;Estagiario;Remoto;2024-01-30;1842.18;Ativo;;;
2121;Andre Dias Silva;M;34;Curitiba;PR;3;Senior de Produto;Senior;Remoto;2022-09-09;14999.12;Ativo;;;
2122;Ana Soares Gomes;F;36;Campinas;SP;7;Junior de Suporte Tecnico;Junior;Presencial;2024-10-07;4519.72;Ativo;;;
2123;Fernanda Vieira Lopes;F;19;Goiania;GO;11;Junior de Juridico;Junior;Remoto;2022-05-19;4290.09;Ativo;;;
2124;Tatiane Ribeiro Barbosa;F;32;Florianopolis;SC;12;Senior de Administrativo;Senior;Hibrido;2023-08-13;13802.99;Desligado;2024-07-12;Voluntario;Continuidade dos estudos
2125;Gabriel Dias Santos;M;22;Curitiba;PR;1;Senior de Engenharia de Software;Senior;Hibrido;2023-05-02;12096.81;Desligado;2024-08-22;Involuntario;Baixo desempenho
2126;Matheus Gomes Alves;M;36;Belo Horizonte;MG;11;Junior de Juridico;Junior;Remoto;2020-03-21;4537.01;Ativo;;;
2127;Fernando Ribeiro Lima;M;28;Belo Horizonte;MG;1;Senior de Engenharia de Software;Senior;Remoto;2019-09-17;14112.07;Ativo;;;
2128;Juliana Fernandes Lima;F;36;Porto Alegre;RS;3;Pleno de Produto;Pleno;Remoto;2023-01-15;7500.9;Ativo;;;
2129;Larissa Martins Almeida;F;24;Rio de Janeiro;RJ;4;Pleno de Comercial;Pleno;Hibrido;2018-12-02;6525.97;Desligado;2024-01-09;Voluntario;Mudanca de carreira
2130;Fernanda Fernandes Alves;F;27;Rio de Janeiro;RJ;6;Pleno de Customer Success;Pleno;Presencial;2022-02-16;7001.71;Ativo;;;
2131;Amanda Nascimento Ribeiro;F;38;Brasilia;DF;6;Pleno de Customer Success;Pleno;Hibrido;2023-02-20;7671.13;Ativo;;;
2132;Andre Rodrigues Costa;M;34;Salvador;BA;1;Junior de Engenharia de Software;Junior;Hibrido;2023-08-14;5141.54;Ativo;;;
2133;Maria Barbosa Pereira;F;33;Rio de Janeiro;RJ;8;Senior de Operacoes;Senior;Remoto;2023-09-21;13727.56;Desligado;2024-09-04;Voluntario;Mudanca de carreira
2134;Gustavo Souza Dias;M;49;Florianopolis;SC;11;Junior de Juridico;Junior;Presencial;2021-12-07;4269.78;Ativo;;;
2135;Juliana Costa Rocha;F;46;Rio de Janeiro;RJ;10;Junior de Financeiro;Junior;Hibrido;2022-04-17;5056.66;Ativo;;;
2136;Aline Lima Rodrigues;F;29;Curitiba;PR;5;Pleno de Marketing;Pleno;Hibrido;2021-08-15;8013.75;Ativo;;;
2137;Maria Souza Martins;F;26;Curitiba;PR;5;Junior de Marketing;Junior;Remoto;2021-09-14;5354.58;Ativo;;;
2138;Camila Souza Ferreira;F;24;Florianopolis;SC;6;Pleno de Customer Success;Pleno;Hibrido;2021-12-15;8928.57;Ativo;;;
2139;Luciana Lopes Souza;F;23;Florianopolis;SC;7;Pleno de Suporte Tecnico;Pleno;Presencial;2024-02-10;8236.34;Desligado;2024-10-29;Voluntario;Mudanca de carreira
2140;Natalia Lima Barbosa;F;19;Rio de Janeiro;RJ;3;Coordenador de Produto;Coordenador;Remoto;2020-12-15;14333.42;Desligado;2024-07-02;Voluntario;Nova oportunidade de mercado
2141;Thiago Martins Ferreira;M;34;Recife;PE;5;Coordenador de Marketing;Coordenador;Hibrido;2023-05-24;17523.14;Ativo;;;
2142;Debora Vieira Rodrigues;F;35;Porto Alegre;RS;4;Senior de Comercial;Senior;Hibrido;2019-09-28;12404.29;Ativo;;;
2143;Leonardo Nascimento Rodrigues;M;43;Campinas;SP;7;Pleno de Suporte Tecnico;Pleno;Remoto;2018-08-02;7583.04;Ativo;;;
2144;Matheus Martins Vieira;M;44;Goiania;GO;8;Pleno de Operacoes;Pleno;Presencial;2019-01-07;8311.29;Ativo;;;
2145;Ana Andrade Rocha;F;32;Recife;PE;1;Pleno de Engenharia de Software;Pleno;Hibrido;2021-11-25;6589.98;Desligado;2024-11-14;Involuntario;Reducao de quadro
2146;Ricardo Carvalho Nascimento;M;30;Fortaleza;CE;8;Junior de Operacoes;Junior;Remoto;2018-09-13;4848.67;Ativo;;;
2147;Eduardo Ribeiro Almeida;M;31;Florianopolis;SC;4;Junior de Comercial;Junior;Hibrido;2024-06-03;5135.72;Desligado;2024-12-02;Voluntario;Mudanca de carreira
2148;Vanessa Soares Nascimento;F;46;Curitiba;PR;4;Pleno de Comercial;Pleno;Remoto;2024-01-18;8361.98;Ativo;;;
2149;Juliana Gomes Carvalho;F;44;Recife;PE;1;Coordenador de Engenharia de Software;Coordenador;Remoto;2021-09-03;13984.73;Ativo;;;
2150;Lucas Oliveira Andrade;M;35;Curitiba;PR;3;Pleno de Produto;Pleno;Hibrido;2019-02-12;6254.41;Ativo;;;
2151;Rafael Vieira Santos;M;20;Rio de Janeiro;RJ;5;Pleno de Marketing;Pleno;Remoto;2024-03-31;7919.24;Ativo;;;
2152;Natalia Lopes Silva;F;35;Salvador;BA;4;Junior de Comercial;Junior;Hibrido;2024-08-13;3649.48;Ativo;;;
2153;Vinicius Lopes Soares;M;35;Campinas;SP;6;Pleno de Customer Success;Pleno;Hibrido;2022-11-04;7843.7;Ativo;;;
2154;Marcelo Silva Barbosa;M;26;Curitiba;PR;2;Especialista de Dados & Analytics;Especialista;Hibrido;2020-02-26;13706.39;Ativo;;;
2155;Andre Nascimento Fernandes;M;29;Goiania;GO;3;Senior de Produto;Senior;Presencial;2018-12-19;13749.07;Ativo;;;
2156;Beatriz Andrade Dias;F;29;Florianopolis;SC;7;Pleno de Suporte Tecnico;Pleno;Hibrido;2020-04-29;6061.28;Ativo;;;
2157;Ricardo Almeida Ferreira;M;33;Campinas;SP;8;Pleno de Operacoes;Pleno;Presencial;2024-02-03;7141.31;Ativo;;;
2158;Rafael Oliveira Ribeiro;M;29;Belo Horizonte;MG;6;Pleno de Customer Success;Pleno;Hibrido;2024-11-10;9389.94;Ativo;;;
